<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: ARTOO_Source_Traceability.csv>
index,source,filename,line,section,subsection,source_requirement,contract_id,capability,phase,status,interaction_contract,limits_and_dependencies,acceptance_evidence
280,S2,# ARTOO Product Requirements Docume.txt,36,Core Features and Functionality,AI Tattoo Generation (HIGH PRIORITY),Custom Modifications: Allow refinement of AI-generated designs,CAP-156,Style-based Generation; Text-to-Tattoo; Style Transfer; Custom Modifications,F/X,Retained source requirement; detailed behavior/phase is proposed,"Editable prompt/reference/placement brief, styles, palette and constraints produce preview alternatives; refine a selected region, compare and insert approved output as a new asset/version.",Disclose cost/provider and preserve original; do not flatten a whole project to change one object or call raster layers vectors.,Targeted change preserves unrelated objects/text; canceled/failed job does not consume duplicate credits and old revision remains restorable.
281,S2,# ARTOO Product Requirements Docume.txt,37,Core Features and Functionality,AI Tattoo Generation (HIGH PRIORITY),Artist-specific Training: Learn and replicate specific artist styles (with permission),CAP-157,Artist-specific Training,R,Retained source requirement; detailed behavior/phase is proposed,"Creator-approved dataset, permitted purpose/style scope, compensation, model version and revocation terms; preview outputs in a controlled evaluation.",Similarity matching and training are separate consent scopes; no scraping of artists' portfolios by default.,A revoked/expired training license blocks new training and distribution as specified; model/data provenance is inspectable.
282,S2,# ARTOO Product Requirements Docume.txt,40,Core Features and Functionality,Progressive Avatar System,Parametric Avatars: Adjustable body parameters (MVP),CAP-018,Parametric Avatars; Body Type Diversity,F,Retained source requirement; detailed behavior/phase is proposed,"Provide editable height/proportion/limb/circumference controls, region presets, neutral view and texture choices; allow custom rather than only stereotyped bodies.",Label the result as generalized; do not infer exact geometry from weight alone.,Extreme supported proportions retain valid mesh and placement; changing shape prompts whether physical size or relative coverage should be preserved.
283,S2,# ARTOO Product Requirements Docume.txt,41,Core Features and Functionality,Progressive Avatar System,Photogrammetric Models: 3D scans of real body parts (Native),CAP-019,Photogrammetric Models,R,Retained source requirement; detailed behavior/phase is proposed,"Guided region capture checks overlap, blur, lighting and coverage; reconstruct asynchronously, review defects and explicitly accept a retargeted version.",Scans can fail; preserve previous target. Separate measured surfaces from inferred holes and require consent for processing.,A known measured object/body-region fixture passes scale/seam tests; poor capture is rejected with actionable recapture guidance.
284,S2,# ARTOO Product Requirements Docume.txt,42,Core Features and Functionality,Progressive Avatar System,MetaHuman Integration: Ultra-realistic avatars for professional visualization (Advanced),CAP-020,MetaHuman Integration,R,Retained source requirement; detailed behavior/phase is proposed,Import or generate an eligible compatible target through an isolated adapter; map anatomy/UVs and preserve project placements on reviewed retargeting.,"Licensing, runtime size and accurate personal fit are separate gates; photorealism alone is insufficient.",Representative project opens on both base avatar and candidate model with measured placement differences and documented unsupported regions.
285,S2,# ARTOO Product Requirements Docume.txt,43,Core Features and Functionality,Progressive Avatar System,Universal Body Map: Standardized UV mapping for consistent tattoo placement,CAP-021,Universal Body Map,F,Retained source requirement; detailed behavior/phase is proposed,"Maintain versioned region/side UV maps linked to 3D targets, editable source textures, seam markers and placement anchors.",Retarget new topology explicitly; one UV convention is not universal compatibility.,Known landmarks map 2D→3D→2D within tolerance; seam-crossing artwork remains continuous on supported models.
286,S2,# ARTOO Product Requirements Docume.txt,44,Core Features and Functionality,Progressive Avatar System,"Body Type Diversity: Range of body shapes, sizes, and types for accurate visualization",CAP-018,Parametric Avatars; Body Type Diversity,F,Retained source requirement; detailed behavior/phase is proposed,"Provide editable height/proportion/limb/circumference controls, region presets, neutral view and texture choices; allow custom rather than only stereotyped bodies.",Label the result as generalized; do not infer exact geometry from weight alone.,Extreme supported proportions retain valid mesh and placement; changing shape prompts whether physical size or relative coverage should be preserved.
287,S2,# ARTOO Product Requirements Docume.txt,47,Advanced Visualization Features,,Aging Simulation: Projects how tattoos will appear over time as ink fades,CAP-022,Aging Simulation,R,Retained source requirement; detailed behavior/phase is proposed,"Offer named illustrative aging scenarios with editable assumptions, preserved original, side-by-side views and saved artist notes.",No personal year-by-year forecast until longitudinal evidence exists; never infer a guaranteed outcome from age slider position.,Every shared scenario retains assumptions and label; artist can reject it without changing the source tattoo plan.
288,S2,# ARTOO Product Requirements Docume.txt,48,Advanced Visualization Features,,Cover-up Visualization: Tools for transforming existing tattoos into new designs,CAP-023,Cover-up Visualization; Cover-up Potential Analysis,F/R,Retained source requirement; detailed behavior/phase is proposed,"Lock the existing-tattoo reference, layer proposals with coverage/contrast comparison and allow artist annotations, alternatives and original/retouched views.",Cover-up feasibility is a professional judgment; preview does not guarantee concealment or require removal.,Original evidence remains recoverable; exported plan distinguishes proposed new ink from existing tattoo and retouched-only scenarios.
289,S2,# ARTOO Product Requirements Docume.txt,49,Advanced Visualization Features,,Ink Type Rendering: Different ink styles and color technologies,CAP-024,Ink Type Rendering; White Ink Simulator,X/R,Retained source requirement; detailed behavior/phase is proposed,"Select labeled conventional, white, UV-reactive or specialty-ink display modes, palette/intensity and light conditions; compare on chosen skin references.",Material behavior and safety are unverified unless supported by a validated library; UV mode is not ordinary-light appearance.,Ink/light mode combinations are retained in exports and cannot be mistaken for a measured physical prediction.
